"FCAC_RN,C,4","ORGBASE_RN,C,4","ANK_RN,C,4","CATALOG_RN,C,4","FCAC_PREFI,C,4","FCAC_NUM,C,10","POST_RN,C,4","SUBDIV_RN,C,4","VIDISP_RN,C,4","ISMAINISP,L","ISCOMBISP,L","ISORDISP,L","TIPDOL_RN,C,4","KATPER_RN,C,4","ORDERNUM,C,15","ORDERDATE,D","STARTDATE,D","ENDDATE,D","NOTE,M","MARK1_RN,C,4","MARK2_RN,C,4","MARK3_RN,C,4","MARK4_RN,C,4","MARK5_RN,C,4","SDOC_RN,C,4","SDOC_NUM,C,10","SDOC_DATE,D","SDOCORG_RN,C,4","EDOC_RN,C,4","EDOC_NUM,C,10","EDOC_DATE,D","EDOCORG_RN,C,4"
00?u,,00H6,00Iq,?,      3224,00BU,002f,0003,????,????,????,005H,000R,?-824,06.11.2013,01.11.2013,09.01.2014,,,,,,,,,,,0009,?-23,20.01.2014,
00?w,,004k,00X1,?,      3226,007Z,001u,0003,????,????,????,002A,0002,?-824,06.11.2013,05.11.2013,30.11.2013,,,,,,,,,,,0009,?-868,21.11.2013,
00?x,,00AH,00c?,?,      3227,006?,0010,0003,????,????,????,0029,0002,?-824,06.11.2013,01.11.2013,31.12.8888,,,,,,,,,,,,,,
00?y,,00AN,00c?,?,      3228,006?,0010,0003,????,????,????,0029,0002,?-824,06.11.2013,01.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00fb,00X1,?,      3229,007Z,001u,0003,????,????,????,002A,0002,?-832,08.11.2013,05.11.2013,30.11.2013,,,,,,,,,,,0009,?-868,21.11.2013,
00??,,00Ka,00JD,?,      3230,006?,0011,0003,????,????,????,001m,0003,?-832,08.11.2013,05.11.2013,05.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00gF,00w?,,      9165,0065,000h,0005,??????,????,????,002A,0002,?-836,08.11.2013,11.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gH,00JI,,      9167,006?,0012,0005,??????,????,????,001m,0003,?-836,08.11.2013,09.11.2013,16.11.2013,,,,,,,,,,,0009,?-859,15.11.2013,
00??,,00gG,00Ir,,      9168,00B4,002m,0001,??????,????,????,005O,000N,?-837,11.11.2013,11.11.2013,08.01.2014,,,,,,,,,,,0009,?-31,21.01.2014,
00??,,00gI,00Jw,,      9169,00Ee,000v,0005,??????,????,????,001E,0001,?-837,11.11.2013,28.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00cw,00IZ,?,      3231,008H,001?,0003,????,????,????,003Y,0001,?-841,12.11.2013,07.11.2013,31.12.2013,,,,,,,,,,,0009,?-941,30.12.2013,
00??,,00Z?,00Jg,?,      3233,006o,001p,0003,????,????,????,001l,0003,?-841,12.11.2013,01.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00Bz,00Jg,?,      3234,006j,001p,0003,????,????,????,001h,0003,?-841,12.11.2013,01.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00YU,00aJ,?,      3235,009?,002O,0003,????,????,????,002A,0002,?-841,12.11.2013,01.12.2013,13.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00fb,00X1,?,      3236,007Z,001u,0003,????,????,????,002A,0002,?-841,12.11.2013,05.11.2013,06.02.2014,,,,,,,,,,,0009,?-84,07.02.2014,
00??,,00gJ,00J9,,      9170,007?,002p,0005,??????,????,????,003r,000R,?-845,12.11.2013,13.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00L?,00c?,?,      3237,006?,0011,0003,????,????,????,001m,0003,?-846,13.11.2013,11.11.2013,20.11.2013,,,,,,,,,,,0009,?-868,21.11.2013,
00??,,00BF,00c?,?,      3238,006?,0011,0003,????,????,????,001m,0003,?-846,13.11.2013,11.11.2013,28.12.2013,,,,,,,,,,,0009,?-928,24.12.2013,
00??,,00a?,00cN,?,      3239,009n,002F,0003,????,????,????,001F,0001,?-841,12.11.2013,11.11.2013,05.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00EH,00J6,?,      3240,007?,001D,0003,????,????,????,003C,000Q,?-824,06.11.2013,09.11.2013,14.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00gK,00w?,,      9171,0065,000h,0004,??????,????,????,002A,0002,?-853,14.11.2013,18.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00f?,00JD,?,      3241,006z,0011,0003,????,????,????,001k,0003,?-855,14.11.2013,15.11.2013,15.12.2013,,,,,,,,,,,0009,?-915,19.12.2013,
00??,,00Fw,00Gk,?,      3242,007B,0017,0003,????,????,????,002D,0002,?-855,14.11.2013,26.11.2013,13.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00Fu,00Gk,?,      3243,007B,0017,0003,????,????,????,002D,0002,?-855,14.11.2013,26.11.2013,13.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00Lv,00Ib,?,      3245,000?,000g,0003,????,????,????,002D,0002,?-864,19.11.2013,11.11.2013,10.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00f5,00IY,?,      3246,006V,000L,0003,????,????,????,002D,0002,?-864,19.11.2013,13.11.2013,01.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00Ay,00JB,?,      3247,008j,001G,0003,????,????,????,001I,0001,?-864,19.11.2013,18.11.2013,05.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00??,,00gL,00JI,,      9172,006?,0012,0005,??????,????,????,002D,0003,?-863,18.11.2013,18.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gM,00X1,,      9173,007a,001u,0005,??????,????,????,001o,0003,?-867,21.11.2013,21.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gN,00J6,,      9174,007?,001D,0005,??????,????,????,0035,000Q,?-867,21.11.2013,22.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gP,00Jh,,      9176,0065,000h,0005,??????,????,????,002A,0002,?-870,25.11.2013,25.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gQ,00Jh,,      9177,0067,000h,0005,??????,????,????,001o,0003,?-870,25.11.2013,25.11.2013,07.03.2014,,,,,,,,,,,0009,?-141,04.03.2014,
00??,,00gM,00X1,?,      3248,009K,001u,0003,????,????,????,001n,0003,?-873,27.11.2013,21.11.2013,19.01.2014,,,,,,,,,,,0009,?-49,28.01.2014,
00??,,00T?,00Gk,?,      3249,0097,0017,0003,????,????,????,003G,000Q,?-873,27.11.2013,01.12.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gR,00J9,,      9178,00BL,002p,0005,??????,????,????,005x,000N,?-878,29.11.2013,02.12.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gS,00J6,,      9179,007?,001D,0005,??????,????,????,003C,000Q,?-878,29.11.2013,02.12.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00bW,00Jo,,      9180,005?,000q,0005,??????,????,????,002D,0002,?-878,29.11.2013,29.11.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00eh,00Ia,?,      3250,006V,000L,0003,????,????,????,002D,0002,?-877,29.11.2013,01.12.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00Ah,00c?,?,      3251,006?,0011,0003,????,????,????,001m,0003,?-877,29.11.2013,21.11.2013,28.12.2013,,,,,,,,,,,0009,?-928,24.12.2013,
00?0,,00T0,00JB,?,      3252,008o,001G,0003,????,????,????,001u,0002,?-877,29.11.2013,22.11.2013,06.12.2013,,,,,,,,,,,0009,?-115,21.02.2014,
00?1,,00U?,00JB,?,      3253,008o,001G,0003,????,????,????,001u,0002,?-877,29.11.2013,15.12.2013,11.01.2014,,,,,,,,,,,0009,?-941,30.12.2013,
00?2,,0073,00Ib,?,      3254,000?,000g,0003,????,????,????,002D,0002,?-877,29.11.2013,25.11.2013,07.12.2013,,,,,,,,,,,0009,?-902,12.12.2013,
00?3,,00gW,00wz,,      9181,00CJ,002?,0005,??????,????,????,002D,0002,?-876,29.11.2013,02.12.2013,31.12.8888,,,,,,,,,,,,,,
00?4,,00gT,00Ir,,      9182,00A?,002p,0005,??????,????,????,005O,000N,?-876,29.11.2013,26.11.2013,31.12.8888,,,,,,,,,,,,,,
00?6,,00gX,00v?,,      9183,00BR,002r,0005,??????,????,????,005G,000Q,?-888,04.12.2013,05.12.2013,31.12.8888,,,,,,,,,,,,,,
00?9,,00ga,00J6,,      9184,007?,001D,0005,??????,????,????,003C,000Q,?-891,06.12.2013,09.12.2013,31.12.8888,,,,,,,,,,,,,,
00?A,,00f5,00IY,?,      3255,006V,000L,0003,????,????,????,002D,0002,?-892,10.12.2013,02.12.2013,17.12.2013,,,,,,,,,,,0009,?-915,19.12.2013,
00?B,,00Bm,00c?,?,      3256,007l,000z,0003,????,????,????,004L,0001,?-892,10.12.2013,29.11.2013,31.12.8888,,,,,,,,,,,,,,
00?C,,00Yp,00Gj,?,      3257,005W,000i,0003,????,????,????,001k,0003,?-892,10.12.2013,15.12.2013,21.12.2013,,,,,,,,,,,0009,?-915,19.12.2013,
00?D,,00Ak,00JD,?,      3258,006t,0011,0003,????,????,????,002D,0002,?-892,10.12.2013,09.12.2013,09.01.2014,,,,,,,,,,,0009,?-941,30.12.2013,
00?E,,00At,00JD,?,      3259,006t,0011,0003,????,????,????,002D,0002,?-892,10.12.2013,09.12.2013,09.01.2014,,,,,,,,,,,0009,?-941,30.12.2013,
00?F,,00Ai,00JD,?,      3260,006t,0011,0003,????,????,????,002D,0002,?-892,10.12.2013,09.12.2013,09.01.2014,,,,,,,,,,,0009,?-941,30.12.2013,
00?G,,00U?,00Ib,?,      3261,005d,000g,0003,????,????,????,002B,0002,?-892,10.12.2013,04.11.2013,07.12.2013,,,,,,,,,,,0009,?-898,11.12.2013,
00?O,,00a?,00cN,?,      3262,009n,002F,0003,????,????,????,001F,0001,?-901,12.12.2013,09.12.2013,12.01.2014,,,,,,,,,,,0009,?-941,30.12.2013,
00?S,,00gb,00v?,,      9188,00BR,002r,0005,??????,????,????,005G,000Q,?-896,11.12.2013,11.12.2013,31.12.8888,,,,,,,,,,,,,,
00?T,,00a?,00J6,,      9189,007?,001D,0005,??????,????,????,0035,000Q,?-896,11.12.2013,11.12.2013,01.01.2014,,,,,,,,,,,0009,?-943,31.12.2013,
00?V,,00gd,00J6,,      9190,007?,001D,0005,??????,????,????,003C,000Q,?-907,16.12.2013,17.12.2013,31.12.8888,,,,,,,,,,,,,,
00?Y,,00ge,00X1,,      9192,004J,001u,0005,??????,????,????,002B,0002,?-907,16.12.2013,17.12.2013,31.12.8888,,,,,,,,,,,,,,
00?Z,,00a?,00IZ,?,      3263,004h,001?,0003,????,????,????,002I,0002,?-910,17.12.2013,05.12.2013,31.12.8888,,,,,,,,,,,,,,
00?a,,00fR,00Jl,?,      3264,007?,001D,0003,????,????,????,003C,000Q,?-910,17.12.2013,09.01.2014,13.02.2014,,,,,,,,,,,0009,?-82,07.02.2014,
00?b,,00Rl,00U8,?,      3265,007?,001D,0003,????,????,????,003C,000Q,?-910,17.12.2013,09.01.2014,13.02.2014,,,,,,,,,,,0009,?-82,07.02.2014,
00?c,,00Z?,00Ib,?,      3266,005j,000g,0003,????,????,????,001k,0003,?-910,17.12.2013,09.12.2013,26.12.2013,,,,,,,,,,,0009,?-928,24.12.2013,
00?d,,00c?,00c?,?,      3267,005G,001y,0003,????,????,????,001w,0002,?-910,17.12.2013,09.12.2013,23.12.2013,,,,,,,,,,,0009,?-928,24.12.2013,
00?e,,00br,00IZ,?,      3268,004h,001?,0003,????,????,????,002I,0002,?-910,17.12.2013,05.12.2013,23.04.2014,,,,,,,,,,,,,,
00?f,,009S,00IZ,?,      3269,004h,001?,0003,????,????,????,002I,0002,?-910,17.12.2013,05.12.2013,23.04.2014,,,,,,,,,,,,,,
00?g,,009L,00IZ,?,      3270,004h,001?,0003,????,????,????,002I,0002,?-910,17.12.2013,05.12.2013,23.04.2014,,,,,,,,,,,,,,
00?j,,00gf,00v?,,      9193,00BR,002r,0005,??????,????,????,005G,000Q,?-913,18.12.2013,18.12.2013,31.12.8888,,,,,,,,,,,,,,
00?k,,00e1,00Gi,,      9194,005?,000P,0005,??????,????,????,000K,000K,?-913,18.12.2013,10.12.2013,31.12.8888,,,,,,,,,,,,,,
00?n,,00gi,00J6,,      9195,007?,001D,0001,??????,????,????,003F,000Q,?-916,19.12.2013,02.12.2013,31.12.8888,,,,,,,,,,,,,,
00?p,,00Fu,00Gk,?,      3271,007B,0017,0003,????,????,????,002D,0002,?-910,17.12.2013,30.12.2013,10.02.2014,,,,,,,,,,,0009,?-82,07.02.2014,
00?q,,00gc,00J6,,      9196,007?,001D,0001,??????,????,????,003C,000Q,?-903,13.12.2013,13.12.2013,03.03.2014,,,,,,,,,,,0009,?-154,07.03.2014,
00?r,,00f?,00Jp,?,      3272,005z,000m,0003,????,????,????,001m,0003,?-917,18.12.2013,01.12.2013,31.12.8888,,,,,,,,,,,,,,
00?s,,00gL,00JI,?,      3273,006?,0012,0003,????,????,????,001m,0003,?-917,18.12.2013,01.12.2013,31.01.2014,,,,,,,,,,,0009,?-49,28.01.2014,
00?u,,00gk,00v?,,      9197,00BR,002r,0005,??????,????,????,005G,0003,?-919,20.12.2013,19.12.2013,31.12.8888,,,,,,,,,,,,,,
00?w,,00fb,00X1,?,      3275,007Z,001u,0003,????,????,????,002A,0002,?-920,20.12.2013,01.12.2013,31.12.2013,,,,,,,,,,,0009,?-928,24.12.2013,
00?x,,004k,00X1,?,      3276,007Z,001u,0003,????,????,????,002A,0002,?-920,20.12.2013,01.12.2013,31.12.2013,,,,,,,,,,,0009,?-928,24.12.2013,
00??,,00go,00JC,,      9198,006?,000v,0005,??????,????,????,004A,0002,?-922,23.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gm,00J6,,      9200,007?,001D,0005,??????,????,????,003F,000Q,?-922,23.12.2013,23.12.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gn,00J6,,      9201,007?,001D,0005,??????,????,????,0035,000Q,?-922,23.12.2013,30.12.2013,31.12.8888,,,,,,,,,,,,,,
00??,,00gp,00v?,,      9202,005u,000m,0005,??????,????,????,001n,0003,?-933,25.12.2013,15.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gr,00v?,,      9204,00BR,002r,0005,??????,????,????,005G,0003,?-934,26.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gs,00wq,,      9205,00C2,002g,0005,??????,????,????,005H,000Q,?-937,27.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gt,00U8,,      9206,00FY,002?,0005,??????,????,????,0034,000M,?-939,30.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gq,00w?,,      9207,0065,000h,0005,??????,????,????,002A,0002,?-934,26.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gu,00v?,,      9208,00BS,002r,0005,??????,????,????,000o,0003,?-939,30.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gw,00J9,,      9209,00BM,002p,0005,??????,????,????,005y,000N,?-942,31.12.2013,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00g?,00v?,,      9210,00BS,002r,0005,??????,????,????,000o,0003,?-1,09.01.2014,10.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gy,00J8,,      9211,006?,000x,0005,??????,????,????,0044,0003,?-1,09.01.2014,10.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00g?,00v?,,      9212,00BS,002r,0005,??????,????,????,000o,0003,?-1,09.01.2014,10.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00g?,00v?,,      9213,00BR,002r,0005,??????,????,????,005G,0003,?-4,13.01.2014,14.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,006k,00Ib,?,      3279,005a,000g,0003,????,????,????,001B,0001,?-8,14.01.2014,09.01.2014,24.01.2014,,,,,,,,,,,0009,?-44,27.01.2014,
00??,,0073,00Ib,?,      3280,000?,000g,0003,????,????,????,002D,0002,?-8,14.01.2014,03.01.2014,16.01.2014,,,,,,,,,,,0009,?-34,22.01.2014,
00??,,004f,00IY,?,      3281,0085,000L,0003,????,????,????,001a,0003,?-8,14.01.2014,09.01.2014,28.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00??,,00fA,00IY,?,      3282,0085,000L,0003,????,????,????,001a,0003,?-8,14.01.2014,09.01.2014,28.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00??,,00e?,00c?,?,      3283,008?,001?,0003,????,????,????,001c,0003,?-8,14.01.2014,09.01.2014,31.01.2014,,,,,,,,,,,0009,?-59,30.01.2014,
00??,,00WB,00Iv,,      9214,0083,001?,0004,??????,????,????,003t,000Q,?-10,14.01.2014,14.01.2014,09.02.2014,,,,,,,,,,,,,,
00??,,00g?,00JC,,      9215,006?,000v,0005,??????,????,????,002M,0002,?-11,15.01.2014,20.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00gQ,00Jh,?,      3284,0067,000h,0003,????,????,????,001o,0003,?-13,15.01.2014,09.01.2014,07.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00??,,00gP,00Jh,?,      3285,006B,000n,0003,????,????,????,001o,0003,?-13,15.01.2014,09.01.2014,28.02.2014,,,,,,,,,,,0009,?-115,21.02.2014,
00??,,007M,00Ib,?,      3286,005j,000g,0003,????,????,????,001k,0003,?-13,15.01.2014,10.01.2014,25.01.2014,,,,,,,,,,,0009,?-49,28.01.2014,
00??,,00c?,00w?,?,      3287,0067,000h,0003,????,????,????,001o,0003,?-13,15.01.2014,13.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00g7,00w?,?,      3288,0067,000h,0003,????,????,????,001o,0003,?-13,15.01.2014,13.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,005b,00w?,?,      3289,0067,000h,0003,????,????,????,001o,0003,?-13,15.01.2014,13.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00a1,00w?,?,      3290,0067,000h,0003,????,????,????,001o,0003,?-13,15.01.2014,13.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00g?,00J8,,      9216,006?,000x,0005,??????,????,????,002H,0002,?-15,16.01.2014,15.01.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00g?,00v?,,      9217,00BR,002r,0005,??????,????,????,005G,0003,?-15,16.01.2014,17.01.2014,31.12.8888,,,,,,,,,,,,,,
00?0,,00g?,00JC,,      9218,006?,000v,0005,??????,????,????,004?,0003,?-15,16.01.2014,17.01.2014,31.12.8888,,,,,,,,,,,,,,
00?1,,00g?,00v?,,      9219,00BS,002r,0005,??????,????,????,000o,0003,?-15,16.01.2014,20.01.2014,31.12.8888,,,,,,,,,,,,,,
00?2,,00g?,00IZ,,      9220,00B?,002?,0005,??????,????,????,003?,0001,?-17,17.01.2014,16.01.2014,31.12.8888,,,,,,,,,,,,,,
00?3,,00f?,00JD,?,      3291,006z,0011,0003,????,????,????,001k,0003,?-18,17.01.2014,14.01.2014,14.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00?4,,00L2,00JI,?,      3292,006?,0012,0003,????,????,????,001m,0003,?-18,17.01.2014,01.02.2014,31.12.8888,,,,,,,,,,,,,,
00?6,,00CO,00X1,?,      3294,007Z,001u,0003,????,????,????,002A,0002,?-18,17.01.2014,13.01.2014,01.02.2014,,,,,,,,,,,0009,?-82,07.02.2014,
00?7,,00g?,00w?,,      9221,006D,001m,0005,??????,????,????,003?,0001,?-27,20.01.2014,06.02.2014,31.12.8888,,,,,,,,,,,,,,
00?9,,00g?,00U8,,      9222,007?,001D,0005,??????,????,????,002z,000L,?-27,20.01.2014,21.01.2014,31.12.8888,,,,,,,,,,,,,,
00?C,,00gG,00wt,,      9223,00B?,002m,0005,??????,????,????,005?,000N,?-27,20.01.2014,09.01.2014,31.12.8888,,,,,,,,,,,,,,
00?D,,00g?,00v?,,      9224,00BR,002r,0005,??????,????,????,005G,0003,?-32,22.01.2014,23.01.2014,31.12.8888,,,,,,,,,,,,,,
00?E,,00g?,00J9,,      9225,00BI,002p,0005,??????,????,????,005u,000N,?-32,22.01.2014,21.01.2014,31.12.8888,,,,,,,,,,,,,,
00?F,,00M8,00Jl,?,      3295,007?,001D,0003,????,????,????,003C,000Q,?-3,13.01.2014,09.01.2014,13.02.2014,,,,,,,,,,,0009,?-82,07.02.2014,
00?H,,00Nl,00IY,?,      3297,0086,000L,0003,????,????,????,001l,0003,?-35,22.01.2014,09.01.2014,28.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00?I,,00M0,00IY,?,      3298,006T,000L,0003,????,????,????,001B,0001,?-35,22.01.2014,03.02.2014,03.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00?J,,00Sb,00IY,?,      3299,006T,000L,0003,????,????,????,001B,0001,?-35,22.01.2014,03.02.2014,03.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00?K,,00dr,00IY,?,      3300,006T,000L,0003,????,????,????,001B,0001,?-35,22.01.2014,03.02.2014,03.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00?M,,00b?,00JB,?,      3302,008o,001G,0003,????,????,????,001u,0002,?-35,22.01.2014,05.01.2014,19.01.2014,,,,,,,,,,,0009,?-44,27.01.2014,
00?N,,005q,00Jl,?,      3303,007?,001D,0003,????,????,????,003C,000Q,?-35,22.01.2014,09.01.2014,13.02.2014,,,,,,,,,,,0009,?-82,07.02.2014,
00?O,,00WB,00Iv,?,      3304,0083,001?,0003,????,????,????,003t,000Q,?-35,22.01.2014,15.01.2014,09.02.2014,,,,,,,,,,,0009,?-90,10.02.2014,
00?P,,00g?,00w?,,      9226,006D,001m,0001,??????,????,????,003?,0001,?-27,20.01.2014,13.01.2014,31.12.8888,,,,,,,,,,,,,,
00?Q,,00g?,00v?,,      9227,00BR,002r,0005,??????,????,????,005G,0003,?-37,23.01.2014,27.01.2014,31.12.8888,,,,,,,,,,,,,,
00?S,,00g?,00J6,,      9228,007?,001D,0005,??????,????,????,003C,000Q,?-43,24.01.2014,27.01.2014,31.12.8888,,,,,,,,,,,,,,
00?T,,00g?,00JC,,      9229,006?,000v,0005,??????,????,????,002M,0002,?-43,24.01.2014,27.01.2014,31.12.8888,,,,,,,,,,,,,,
00?U,,00g?,00J6,,      9230,007?,001D,0005,??????,????,????,003F,000Q,?-43,24.01.2014,27.01.2014,31.12.8888,,,,,,,,,,,,,,
00?V,,00g?,00J9,,      9231,00B?,002p,0005,??????,????,????,005?,000R,?-46,27.01.2014,28.01.2014,31.12.8888,,,,,,,,,,,,,,
00?W,,00g?,00Ib,,      9232,005j,000g,0005,??????,????,????,001k,0003,?-46,27.01.2014,11.02.2014,31.12.8888,,,,,,,,,,,,,,
00?Y,,00g?,00wt,,      9234,00B4,002m,0005,??????,????,????,005O,000N,?-46,27.01.2014,28.01.2014,31.12.8888,,,,,,,,,,,,,,
00?Z,,00gM,00X1,?,      3305,007a,001u,0003,????,????,????,001o,0003,?-52,28.01.2014,20.01.2014,31.12.8888,,,,,,,,,,,,,,
00?a,,00Jn,00c?,?,      3306,008?,001?,0003,????,????,????,001y,0002,?-52,28.01.2014,21.01.2014,31.12.8888,,,,,,,,,,,,,,
00?b,,00g?,00J6,,      9235,007?,001D,0005,??????,????,????,003F,000Q,?-54,29.01.2014,03.02.2014,31.12.8888,,,,,,,,,,,,,,
00?c,,00fa,00JC,,      9236,00Ee,000v,0005,??????,????,????,001E,0001,?-54,29.01.2014,27.01.2014,31.12.8888,,,,,,,,,,,,,,
00?e,,00g?,00v?,,      9237,00BR,002r,0005,??????,????,????,005G,0003,?-46,27.01.2014,28.01.2014,31.12.8888,,,,,,,,,,,,,,
00?f,,00g?,00JO,,      9238,007y,000u,0005,??????,????,????,004U,000M,?-58,30.01.2014,03.02.2014,31.12.8888,,,,,,,,,,,,,,
00?g,,00g?,00J9,,      9239,00B?,002p,0005,??????,????,????,005?,000M,?-63,31.01.2014,03.02.2014,31.12.8888,,,,,,,,,,,,,,
00?h,,00g?,00J6,,      9240,007?,001D,0005,??????,????,????,003C,000Q,?-63,31.01.2014,03.02.2014,31.12.8888,,,,,,,,,,,,,,
00?i,,00M?,00J8,?,      3307,006?,000x,0003,????,????,????,001G,0001,?-62,31.01.2014,21.01.2014,31.12.8888,,,,,,,,,,,,,,
00?j,,0073,00Ib,?,      3308,000?,000g,0003,????,????,????,002D,0002,?-62,31.01.2014,03.02.2014,01.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00?k,,00eK,00Ib,?,      3309,000?,000g,0003,????,????,????,002D,0002,?-62,31.01.2014,03.02.2014,01.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00?l,,00PN,00JC,?,      3310,000?,000g,0003,????,????,????,002D,0002,?-62,31.01.2014,03.02.2014,31.12.8888,,,,,,,,,,,,,,
00?m,,00cz,00Ib,?,      3311,000?,000g,0003,????,????,????,002D,0002,?-62,31.01.2014,03.02.2014,31.12.8888,,,,,,,,,,,,,,
00?n,,00c5,00Ib,?,      3312,000?,000g,0003,????,????,????,002D,0002,?-62,31.01.2014,03.02.2014,01.03.2014,,,,,,,,,,,0009,?-143,04.03.2014,
00?o,,00Ag,00c?,?,      3313,008?,001?,0003,????,????,????,003m,0003,?-18,17.01.2014,09.01.2014,13.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00?q,,00g?,00J6,,      9241,007?,001D,0005,??????,????,????,003C,000Q,?-68,03.02.2014,04.02.2014,31.12.8888,,,,,,,,,,,,,,
00?r,,00Kk,00JB,?,      3314,008o,001G,0003,????,????,????,001u,0002,?-75,04.02.2014,03.02.2014,27.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00?s,,00f5,00IY,?,      3315,006V,000L,0003,????,????,????,002D,0002,?-75,04.02.2014,03.02.2014,21.02.2014,,,,,,,,,,,0009,?-103,18.02.2014,
00?t,,00g?,00IZ,,      9242,008R,001?,0005,??????,????,????,002I,0002,?-76,04.02.2014,05.02.2014,31.12.8888,,,,,,,,,,,,,,
00?v,,00g?,00wm,,      9243,00B?,002u,0005,??????,????,????,003h,0001,?-77,05.02.2014,05.02.2014,31.12.8888,,,,,,,,,,,,,,
00?w,,00h0,00wm,,      9244,00B?,002u,0005,??????,????,????,005?,000K,?-77,05.02.2014,05.02.2014,31.12.8888,,,,,,,,,,,,,,
00?y,,00ao,00J6,,      9245,007?,001D,0005,??????,????,????,0035,000Q,?-77,05.02.2014,06.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00h8,00w?,,      9251,006G,001m,0005,??????,????,????,002F,0002,?-83,07.02.2014,10.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00h9,00Se,,      9252,00B?,001o,0005,??????,????,????,005?,000N,?-83,07.02.2014,07.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00hA,00Jo,,      9253,00DV,002?,0005,??????,????,????,001p,0003,?-83,07.02.2014,10.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00hE,00w?,,      9254,006G,001m,0005,??????,????,????,002F,0002,?-85,10.02.2014,11.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00hG,00J6,,      9255,007?,001D,0005,??????,????,????,0035,000Q,?-86,10.02.2014,11.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00hF,00wt,,      9256,00B?,002m,0005,??????,????,????,005?,000N,?-86,10.02.2014,10.02.2014,31.12.8888,,,,,,,,,,,,,,
00??,,00SR,00Ia,?,      3316,008T,001?,0003,????,????,????,0019,0001,?-91,10.02.2014,05.02.2014,31.12.8888,,,,,,,,,,,,,,
